SAMPN,PERNO,SNAME_lookup,SZIP_lookup,SCITY_lookup,SNAME_similarity_resulst,ZipCode,CityName,similarity
1500846,3,fairmont elementary,94530,el cerrito,fairmont elementary,94530,el cerrito,0.9859154929577465
1501118,3,albany high,94706,albany,albany high,94706,albany,0.9787234042553191
1501261,3,deer valley,94531,antioch,deer valley high,94531,antioch,0.8888888888888888
1501261,4,deer valley,94531,antioch,deer valley high,94531,antioch,0.8888888888888888
1501312,3,meyerholz elementary,95129,san jose,r. i. meyerholz elementary,95129,san jose,0.9066666666666666
1501428,4,napa valley language academy,94558,napa,napa valley language academy,94558,napa,0.987012987012987
1501574,3,gomes elementary,94539,fremont,john gomes elementary,94539,fremont,0.90625
1501574,4,gomes elementary,94539,fremont,john gomes elementary,94539,fremont,0.90625
1502103,3,christ the king,94523,pleasant hill,christ the king elementary,94523,pleasant hill,0.85
1502103,4,christ the king,94523,pleasant hill,christ the king elementary,94523,pleasant hill,0.85
1502381,3,rancho elementary,94947,novato,rancho elementary,94947,novato,0.9830508474576272
1502476,3,washington elementary,92101,san diego,washington elementary,95110,san jose,0.8333333333333334
1502476,4,washington elementary,92101,san diego,washington elementary,95110,san jose,0.8333333333333334
1502500,3,bollinger elementary,94583,san ramon,bollinger canyon elementary,94583,san ramon,0.8974358974358975
1502500,4,bollinger elementary,94583,san ramon,bollinger canyon elementary,94583,san ramon,0.8974358974358975
1503228,3,coleman elementary,94901,san rafael,coleman elementary,94901,san rafael,0.9855072463768116
1503228,4,coleman elementary,94901,san rafael,coleman elementary,94901,san rafael,0.9855072463768116
1503730,3,the athenian,94506,blackhawk-camino tassajara,the athenian school,94506,danville,0.5128205128205128
1504746,4,cleveland elementary,94112,san francisco,cleveland elementary,94112,san francisco,0.9873417721518988
1504835,3,arch bishop mitty high,95129,san jose,archbishop mitty high,95129,san jose,0.9722222222222222
1504922,5,vintage high,94558,napa,vintage high,94558,napa,0.9777777777777777
1504935,2,arundel elementary,94070,san carlos,arundel elementary,94070,san carlos,0.9855072463768116
1504961,3,hillview middle,94025,menlo park,hillview middle,94025,menlo park,0.9841269841269841
1504961,4,encinal elementary,94027,atherton,encinal elementary,94027,atherton,0.9846153846153847
1505416,3,el sobrante christian,94803,el sobrante,el sobrante christian school,94803,el sobrante,0.9047619047619048
1506808,3,beach elementary,94611,piedmont,beach elementary,94611,piedmont,0.9836065573770492
1507195,5,high,94553,martinez,martinez junior high,94553,martinez,0.6792452830188679
1507560,3,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
1508142,2,metro arts and tech,94124,san francisco,city arts and tech high,94112,san francisco,0.8148148148148148
1508256,3,san ramon valley high,94526,danville,san ramon valley high,94526,danville,0.9859154929577465
1509183,3,allen,94066,san bruno,portola elementary,94066,san bruno,0.7037037037037037
1509183,4,allen,94066,san bruno,portola elementary,94066,san bruno,0.7037037037037037
1510851,4,p.a. walsh elementary,95037,morgan hill,st. catherine elementary,95037,morgan hill,0.8
1511601,3,lincoln high,95126,san jose,abraham lincoln high,95126,san jose,0.8524590163934426
1511601,4,lincoln high,95126,san jose,abraham lincoln high,95126,san jose,0.8524590163934426
1512643,1,liberty high,94513,brentwood,liberty high,94513,brentwood,0.9818181818181818
1512643,4,edna hill middle,94513,brentwood,edna hill middle,94513,brentwood,0.9841269841269841
1512643,5,edna hill middle,94513,brentwood,edna hill middle,94513,brentwood,0.9841269841269841
1513130,4,st francis high,94040,mountain view,st. francis high school,94040,mountain view,0.8831168831168831
1513384,3,burlingame high,94010,burlingame,burlingame high,94010,burlingame,0.9841269841269841
1513686,3,gunderson high,95136,san jose,gunderson high,95136,san jose,0.9824561403508771
1514137,3,monte vista high,94526,danville,monte vista high,94526,danville,0.9836065573770492
1514137,4,stone valley middle,94507,alamo,stone valley middle,94507,alamo,0.9836065573770492
1514137,5,alamos elementary,94507,alamo,alamo elementary,94507,alamo,0.9642857142857143
1514486,3,milpedas christian,95132,san jose,milpitas christian school,95132,san jose,0.8333333333333334
1514486,4,milpedas christian,95132,san jose,milpitas christian school,95132,san jose,0.8333333333333334
1514903,3,park meade,94509,antioch,park middle,94509,antioch,0.875
1515268,3,lowell high,94132,san francisco,lowell high,94132,san francisco,0.9836065573770492
1515268,4,commodore sloat,94127,san francisco,sloat (commodore) elementary,94127,san francisco,0.7560975609756098
1515543,3,healdsburg high,95448,healdsburg,healdsburg high,95448,healdsburg,0.9841269841269841
1515543,4,healdsburg high,95448,healdsburg,healdsburg high,95448,healdsburg,0.9841269841269841
1515712,2,acalanes high,99999,lafayette,acalanes high,94549,lafayette,0.8771929824561403
1515996,3,middle,94602,oakland,frick middle,94605,oakland,0.8
1515996,4,elementary,94611,oakland,laurel elementary,94619,oakland,0.8148148148148148
1517050,3,sequoia high,94062,redwood city,sequoia high,94062,redwood city,0.9836065573770492
1518242,3,redwood shores elementary,94065,redwood city,redwood shores elementary,94065,redwood city,0.9885057471264368
1518242,4,redwood shores elementary,94065,redwood city,redwood shores elementary,94065,redwood city,0.9885057471264368
1518404,3,castilleja,94301,palo alto,tru,94301,palo alto,0.7272727272727273
1518645,3,drake high,94960,san anselmo,sir francis drake high,94960,san anselmo,0.8059701492537313
1518645,4,white hills middle,94930,fairfax,white hill middle,94930,fairfax,0.967741935483871
1518803,4,altimera,95476,sonoma,altimira middle,95476,sonoma,0.7916666666666666
1519213,3,synerey elementary,94110,san francisco,monroe elementary,94112,san francisco,0.8648648648648649
1519839,3,farallon view elementary,94019,montara,farallone view elementary,94037,montara,0.9210526315789473
1519839,4,farallon view elementary,94019,montara,farallone view elementary,94037,montara,0.9210526315789473
1519923,3,campolindo high,94556,moraga,campolindo high,94556,moraga,0.9818181818181818
1519923,4,campolindo high,94556,moraga,campolindo high,94556,moraga,0.9818181818181818
1520347,3,fairmont elementary,94530,el cerrito,fairmont elementary,94530,el cerrito,0.9859154929577465
1520347,4,fairmont elementary,94530,el cerrito,fairmont elementary,94530,el cerrito,0.9859154929577465
1521943,5,steffan manor elementary,94591,vallejo,steffan manor elementary,94591,vallejo,0.9866666666666667
1522391,3,bishop odod,94605,oakland,bishop o'dowd high school,94605,oakland,0.7619047619047619
1522391,4,bishop odod,94605,oakland,bishop o'dowd high school,94605,oakland,0.7619047619047619
1522470,3,vintage high,94558,napa,vintage high,94558,napa,0.9777777777777777
1522780,3,amador valley high,94566,pleasanton,amador valley high,94566,pleasanton,0.9855072463768116
1522780,4,harvest park middle,94566,pleasanton,harvest park middle,94566,pleasanton,0.9859154929577465
1523484,3,kipp san jose collegiate,95133,san jose,kipp san jose collegiate,95133,san jose,0.987012987012987
1523484,4,kipp heartwood academy,95122,san jose,kipp heartwood academy,95122,san jose,0.9863013698630136
1524476,3,harvest middle,94558,napa,harvest middle,94558,napa,0.9795918367346939
1524476,4,bel aire park elementary-2,94558,napa,bel aire park elementary,94558,napa,0.9577464788732394
1525645,3,liberty high,94513,brentwood,liberty high,94513,brentwood,0.9818181818181818
1525817,4,arch bishop reardon high,94112,san francisco,archbishop riordan high school,94112,san francisco,0.8387096774193549
1527282,3,baywood,94402,san mateo,baywood elementary,94402,san mateo,0.7857142857142857
1527855,3,drake high,94960,san anselmo,sir francis drake high,94960,san anselmo,0.8059701492537313
1527884,3,stuart hall high-2,94109,san francisco,stuart hall high school,94109,san francisco,0.875
1527884,4,san francisco,94134,san francisco,"san francisco school, the",94134,san francisco,0.8311688311688312
1528053,5,marin catholic high,94904,kentfield,marin catholic,94904,kentfield,0.90625
1529010,5,olympic high,94519,concord,olympic continuation high,94519,concord,0.78125
1529469,3,st. isidore,94526,danville,st. isidore school,94526,danville,0.8620689655172413
1530214,3,adams middle,94513,brentwood,edna hill middle,94513,brentwood,0.8135593220338984
1530214,4,krey elementary,94513,brentwood,garin elementary,94513,brentwood,0.8709677419354839
1530214,5,krey elementary,94513,brentwood,garin elementary,94513,brentwood,0.8709677419354839
1530228,3,apple blossom,95472,sebastopol,apple blossom,95472,sebastopol,0.9830508474576272
1531376,3,wilcox high,95051,santa clara,adrian wilcox high,95051,santa clara,0.875
1531455,3,silver creek high,95121,san jose,silver creek high,95121,san jose,0.9841269841269841
1532314,3,northgate,94598,walnut creek,northgate high,94598,walnut creek,0.9
1532314,4,foothill middle,94598,walnut creek,foothill middle,94598,walnut creek,0.9850746268656716
1532601,3,peteluma high,94952,petaluma,petaluma high,94952,petaluma,0.9454545454545454
1532601,4,peteluma junior high,94952,petaluma,petaluma junior high,94952,petaluma,0.9565217391304348
1534913,3,new horizons,94536,fremont,new horizons,94536,fremont,0.9803921568627451
1534913,4,new horizons,94536,fremont,new horizons,94536,fremont,0.9803921568627451
1535360,3,dublin high,94568,dublin,dublin high,94568,dublin,0.9787234042553191
1535442,3,kolb elementary,94568,dublin,dublin elementary,94568,dublin,0.8421052631578947
1536335,2,henry p. mohr elementary,94588,pleasanton,henry p. mohr elementary,94588,pleasanton,0.9876543209876543
1537445,2,the athenian,94506,blackhawk-camino tassajara,the athenian school,94506,danville,0.5128205128205128
1537445,3,the athenian,94506,blackhawk-camino tassajara,the athenian school,94506,danville,0.5128205128205128
1542055,3,park,94509,antioch,park middle,94509,antioch,0.8095238095238095
1542055,4,mission,94509,antioch,mission elementary,94509,antioch,0.7692307692307693
1548042,3,crestmont-2,94805,richmond,crestmont school,94805,richmond,0.8214285714285714
1600725,2,brookside upper,94960,san anselmo,brookside elementary,94960,san anselmo,0.8285714285714286
1869962,2,miller creek middle,94903,san rafael,miller creek middle,94903,san rafael,0.9859154929577465
1601407,3,sinaloa,94947,novato,sinaloa middle,94947,novato,0.8260869565217391
1601407,4,olive,94945,novato,olive elementary,94945,novato,0.7391304347826086
1601407,5,olive,94945,novato,olive elementary,94945,novato,0.7391304347826086
1636178,3,lafayette elementary,94121,san francisco,lafayette elementary,94121,san francisco,0.9873417721518988
1641169,3,burlingame intermediate,94010,burlingame,burlingame intermediate,94010,burlingame,0.9873417721518988
1641169,4,franklin elem,94010,burlingame,franklin elementary,94010,burlingame,0.8923076923076924
1642168,3,menlo atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9253731343283582
1642168,4,encinal elementary,94027,atherton,encinal elementary,94027,atherton,0.9846153846153847
1642168,5,encinal elementary,94027,atherton,encinal elementary,94027,atherton,0.9846153846153847
1642464,3,cabrillo elementary,94044,pacifica,cabrillo elementary,94044,pacifica,0.9850746268656716
1644543,2,park hotel tokyo,99999,higashishinbashi,half moon bay high,94019,half moon bay,0.42105263157894735
1653423,3,jean callison,95687,vacaville,jean callison elementary,95687,vacaville,0.8235294117647058
1655278,2,charter of the arts,95404,santa rosa,santa rosa charter school for the arts,95404,santa rosa,0.7777777777777778
1675177,3,san carlos charter learning center,94070,san carlos,san carlos charter learning center,94070,san carlos,0.9900990099009901
1675367,4,los altos high,94022,los altos,los altos high,94022,los altos,0.9830508474576272
1675468,3,foot hill elementary,94565,pittsburg,foothill elementary,94565,pittsburg,0.9714285714285714
1675468,4,foot hill elementary,94565,pittsburg,foothill elementary,94565,pittsburg,0.9714285714285714
1675595,3,sequia  middle,94523,pleasant hill,sequoia middle,94523,pleasant hill,0.9552238805970149
1675595,4,montey garden ,94519,concord,monte gardens elementary,94519,concord,0.8
1676102,2,oakland high,94610,oakland,oakland high,94610,oakland,0.9803921568627451
1676102,3,westlake middle,94611,oakland,westlake middle,94612,oakland,0.9473684210526315
1676449,2,the marin,94109,san francisco,nomad,94110,san francisco,0.7547169811320755
1676449,3,sinaloa,94947,novato,sinaloa middle,94947,novato,0.8260869565217391
1676609,3,miller creek middle,94903,san rafael,miller creek middle,94903,san rafael,0.9859154929577465
1676609,4,mary silveira elementary,94903,san rafael,mary e. silveira elementary,94903,san rafael,0.9523809523809523
1676881,3,longfellow elementary,94608,oakland,garfield elementary,94606,oakland,0.8059701492537313
1676881,4,rosa parks,94710,berkeley,realm charter,94710,berkeley,0.7307692307692307
1677168,3,baker elementary,95130,san jose,hayes elementary,95136,san jose,0.8524590163934426
1677469,3,jordan,94303,palo alto,tru,94301,palo alto,0.75
1677469,4,escondido,94305,stanford,escondido elementary,94305,stanford,0.7931034482758621
1677603,4,john swett high,94525,crockett,john swett high,94525,crockett,0.9830508474576272
1677603,5,k.i. jones elementary,94534,fairfield,k. i. jones elementary,94534,fairfield,0.972972972972973
1678146,3,marin elementary,94706,albany,marin elementary,94706,albany,0.9824561403508771
1678146,4,marin elementary,94706,albany,marin elementary,94706,albany,0.9824561403508771
1678146,5,marin elementary,94706,albany,marin elementary,94706,albany,0.9824561403508771
1678391,4,whited elementary,95409,santa rosa,whited elementary charter,95409,santa rosa,0.88
1678548,3,sequoia high,94062,redwood city,sequoia high,94062,redwood city,0.9836065573770492
1678548,4,clifford elementary,94070,san carlos,arundel elementary,94070,san carlos,0.8285714285714286
1679352,3,brightworks,94110,san francisco,brightworks,94110,san francisco,0.9836065573770492
1679624,3,albany middle,94706,albany,albany middle,94706,albany,0.9803921568627451
1679624,4,albany middle,94706,albany,albany middle,94706,albany,0.9803921568627451
1681046,3,sir francis drake high,94960,san anselmo,sir francis drake high,94960,san anselmo,0.9873417721518988
1681108,3,niles elementary,94536,fremont,niles elementary,94536,fremont,0.9830508474576272
1681397,3,prince of peace,94536,fremont,prince of peace lutheran school,94536,fremont,0.7671232876712328
1681843,3,gunn high,94304,palo alto,henry m. gunn high,94306,palo alto,0.7931034482758621
1681843,4,teman,94306,palo alto,tru,94301,palo alto,0.7692307692307693
1682291,3,monte gardens,94519,concord,monte gardens elementary,94519,concord,0.8125
1682291,4,monte gardens,94519,concord,monte gardens elementary,94519,concord,0.8125
1682651,3,snail community center,95136,san jose,santa clara county court,95131,san jose,0.6933333333333334
1682651,4,eden vale community,95111,san jose,edenvale elementary,95111,san jose,0.8059701492537313
1683351,3,oranda middle,94563,orinda,orinda intermediate,94563,orinda,0.7368421052631579
1683351,4,glorietta elementary,94563,orinda,glorietta elementary,94563,orinda,0.9846153846153847
1683351,5,glorietta elementary,94563,orinda,glorietta elementary,94563,orinda,0.9846153846153847
1683351,6,glorietta elementary,94563,orinda,glorietta elementary,94563,orinda,0.9846153846153847
1684560,5,redwood christian,94580,san lorenzo,lea's christian,94580,san lorenzo,0.835820895522388
1684666,3,centerville middle,94536,fremont,centerville junior high,94536,fremont,0.7647058823529411
1684666,4,parkmont elementary,94536,fremont,parkmont elementary,94536,fremont,0.9846153846153847
1685323,3,musick elementary,94560,newark,e. l. musick elementary,94560,newark,0.8923076923076924
1685323,4,musick elementary,94560,newark,e. l. musick elementary,94560,newark,0.8923076923076924
1685995,3,leo r croce elementary,94551,livermore,leo r. croce elementary,94551,livermore,0.9736842105263158
1686023,4,mp brown elementary,94015,daly city,margaret pauline brown elementary,94015,daly city,0.8192771084337349
1686274,3,college park high,94523,pleasant hill,college park high,94523,pleasant hill,0.9863013698630136
1686274,4,pleasant hill middle,94523,pleasant hill,pleasant hill middle,94503,pleasant hill,0.9620253164556962
1687680,4,berkley high,94704,berkeley,berkeley high,94704,berkeley,0.9629629629629629
1687769,3,westmont high,95008,campbell,westmont high,95008,campbell,0.9818181818181818
1687769,4,rolling hills middle,95032,los gatos,rolling hills middle,95030,los gatos,0.9577464788732394
1688281,3,oakland technical high,94609,oakland,oakland technical high,94611,oakland,0.9295774647887324
1688439,3,fairwood elementary,94089,sunnyvale,fairwood elementary,94089,sunnyvale,0.9855072463768116
1688439,4,fairwood elementary,94089,sunnyvale,fairwood elementary,94089,sunnyvale,0.9855072463768116
1688654,3,synergy,94110,san francisco,synergy school,94110,san francisco,0.8666666666666667
1689059,3,pinewood high,94024,los altos,los altos high,94022,los altos,0.7241379310344828
1689813,3,ellis elementary,94086,sunnyvale,ellis elementary,94086,sunnyvale,0.9841269841269841
1690037,5,monta vista,94526,danville,monte vista high,94526,danville,0.8571428571428571
1690037,6,los cerros middle,94526,danville,los cerros middle,94526,danville,0.9841269841269841
1690497,3,martinez junior high,94553,martinez,martinez junior high,94553,martinez,0.9855072463768116
1690497,4,john muir elementary,94553,martinez,john muir elementary,94553,martinez,0.9855072463768116
1693156,3,easterbrook discovery,95129,san jose,easterbrook discovery,95129,san jose,0.9859154929577465
1693664,3,washinton high,94536,fremont,washington high,94536,fremont,0.9642857142857143
1693664,4,washington high,94536,fremont,washington high,94536,fremont,0.9824561403508771
1693996,3,saint brendan catholic,94127,san francisco,saint anne school,94122,san francisco,0.7948717948717948
1694450,3,everest public high,94063,redwood city,everest public high,94063,redwood city,0.9866666666666667
1694450,4,hoover,94063,redwood city,hoover elementary,94063,redwood city,0.8
1694450,5,hoover,94063,redwood city,hoover elementary,94063,redwood city,0.8
1694935,3,saints peter and paul,94133,san francisco,sts. peter and paul elementary,94133,san francisco,0.8222222222222222
1695310,2,sunnyside elementary,94112,san francisco,sunnyside elementary,94112,san francisco,0.9873417721518988
1696103,3,sacred heart high,94109,san francisco,galileo high,94109,san francisco,0.7647058823529411
1696103,4,roosevelt middle,94118,san francisco,roosevelt middle,94118,san francisco,0.9859154929577465
1696229,3,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
1697060,3,jefferson elementary,94702,berkeley,jefferson elementary,94702,berkeley,0.9855072463768116
1697060,4,rosa parks elementary,94710,southwest berkeley,rosa parks environmental science,94710,berkeley,0.7391304347826086
1697356,3,local high,95472,sebastopol,analy high,95472,sebastopol,0.8679245283018868
1697776,4,san lorenzo high,94530,san lorenzo,san lorenzo high,94580,san lorenzo,0.9552238805970149
1697957,3,analy high,95472,sebastopol,analy high,95472,sebastopol,0.9811320754716981
1697957,4,peta loma high,94952,petaluma,petaluma high,94952,petaluma,0.9285714285714286
1699366,2,friend's house,94705,berkeley,torin's school,94705,berkeley,0.7719298245614035
1699548,6,liberty high,95123,san jose,calero high,95123,san jose,0.8461538461538461
1699843,4,redwood christian high,94580,san lorenzo,lea's christian,94580,san lorenzo,0.7777777777777778
1700149,3,berkley,94702,berkeley,jefferson elementary,94702,berkeley,0.6785714285714286
1701046,3,abraham lincoln high,95126,san jose,abraham lincoln high,95126,san jose,0.9855072463768116
1701046,4,hoover middle,95191,san jose,herbert hoover middle,95126,san jose,0.7936507936507936
1701187,2,saint charles,94070,san carlos,st. charles elementary,94070,san carlos,0.7647058823529411
1701290,3,browns valley elementary,94558,napa,browns valley elementary,94558,napa,0.9855072463768116
1701915,3,addison elementary,94301,palo alto,addison elementary,94301,palo alto,0.9850746268656716
1701915,4,david star jordan middle,94303,palo alto,jane lathrop stanford middle,94306,palo alto,0.6987951807228916
1702166,4,san jose high,95116,san jose,san jose high,95116,san jose,0.9818181818181818
1702166,5,monroe middle,95128,san jose,monroe middle,95128,san jose,0.9818181818181818
1702556,3,epithany elementary,94112,san francisco,epiphany elementary,94112,san francisco,0.961038961038961
1704224,3,willow bend high,95125,san jose,willow glen high,95125,san jose,0.9180327868852459
1704224,4,galarza elementary,95125,san jose,ernesto galarza elementary,95125,san jose,0.8767123287671232
1704224,5,galarza elementary,95125,san jose,ernesto galarza elementary,95125,san jose,0.8767123287671232
1705334,3,st helena high,94574,saint helena,saint helena high,94574,st. helena,0.8787878787878788
1705334,4,stevenson intermediate,94574,saint helena,robert louis stevenson intermediate,94574,st. helena,0.8043478260869565
1705606,2,oakland technical high,94609,oakland,oakland technical high,94611,oakland,0.9295774647887324
1706349,3,sea crest,94019,half moon bay,sea crest school,94019,half moon bay,0.875
1706992,3,st robert,94066,san bruno,st. robert,94066,san bruno,0.96
1707156,3,terrell elementary,95136,san jose,terrell elementary,95136,san jose,0.9846153846153847
1707156,4,terrell elementary,95136,san jose,terrell elementary,95136,san jose,0.9846153846153847
1707483,3,foothill middle,94598,walnut creek,foothill middle,94598,walnut creek,0.9850746268656716
1707483,4,walnut acres elementary,94598,walnut creek,walnut acres elementary,94598,walnut creek,0.9879518072289156
1707673,3,a.p. giannini middle,94116,san francisco,giannini (a.p.) middle,94122,san francisco,0.7901234567901234
1707673,4,grattan elementary,94117,san francisco,grattan elementary,94117,san francisco,0.9866666666666667
1707977,3,st veronica catholic,94080,south san francisco,st. veronica catholic school,94080,south san francisco,0.9090909090909091
1707977,4,sunshine gardens elementary,94080,south san francisco,sunshine gardens elementary,94080,south san francisco,0.9904761904761905
1708844,3,menlo atherton high,94027,atherton,menlo-atherton high,94025,atherton,0.9253731343283582
1708844,4,la entrada middle,94025,menlo park,la entrada middle,94025,menlo park,0.9850746268656716
1709307,3,san jose high,95116,san jose,san jose high,95116,san jose,0.9818181818181818
1709916,3,sherman,94123,san francisco,sherman elementary,94123,san francisco,0.8125
1710386,4,alberto viella,95401,santa rosa,albert f. biella elementary,95401,santa rosa,0.7567567567567568
1710433,2,alameda high,94501,alameda,alameda high,94501,alameda,0.9803921568627451
1710524,4,gretchen higgins,95620,dixon,gretchen higgins elementary,95620,dixon,0.8181818181818182
1711002,4,queen of apostles,95129,san jose,queen of apostles school,95129,san jose,0.8857142857142857
1711002,5,queen of apostles,95129,san jose,queen of apostles school,95129,san jose,0.8857142857142857
1711282,3,challenger,94560,newark,challenger - newark,94560,newark,0.8518518518518519
1712590,3,st francis,94040,mountain view,st. francis high school,94040,mountain view,0.8055555555555556
1712590,4,"st, francis",94040,mountain view,st. francis high school,94040,mountain view,0.7945205479452054
1713709,3,rosa parks elementary,94710,southwest berkeley,rosa parks environmental science,94710,berkeley,0.7391304347826086
1713789,4,castlemont high,94605,oakland,castlemont high,94605,oakland,0.9824561403508771
1714629,4,birch lane elementary,95618,davis,orchard elementary,95688,vacaville,0.696969696969697
1714816,4,calistoga elementary,94515,calistoga,calistoga elementary,94515,calistoga,0.9859154929577465
1715009,3,borel middle,94402,san mateo,borel middle,94402,san mateo,0.9818181818181818
1715009,4,sunnybrae elementary,94402,san mateo,sunnybrae elementary,94402,san mateo,0.9859154929577465
1715198,4,franklin,94609,oakland,franklin elementary,94606,oakland,0.7407407407407407
1715419,3,vaca pena middle,95687,vacaville,vaca pena middle,95687,vacaville,0.9841269841269841
1715419,4,cooper elementary,95687,vacaville,cooper elementary,95687,vacaville,0.9846153846153847
1716044,3,clarendon,94131,san francisco,nomad,94110,san francisco,0.7547169811320755
1716590,3,everett middle,94109,san francisco,everett middle,94114,san francisco,0.9253731343283582
1716590,4,ruth top alternative,94131,san francisco,clarendon alternative elementary,94131,san francisco,0.7252747252747253
1716600,4,matt garcia,94533,fairfield,p3 academy,94533,fairfield,0.7307692307692307
1717427,3,monte video,94583,san ramon,montevideo elementary,94583,san ramon,0.7936507936507936
1717684,3,elsie allen high,95407,santa rosa,elsie allen high,95407,santa rosa,0.9846153846153847
1718348,3,valley view,94566,pleasanton,valley view elementary,94566,pleasanton,0.8181818181818182
1720168,3,henry haight elementary,94501,alameda,henry haight elementary,94501,alameda,0.9863013698630136
1720168,4,henry haight elementary,94501,alameda,henry haight elementary,94501,alameda,0.9863013698630136
1721170,3,algrove high,95123,san jose,oak grove high,95123,san jose,0.9090909090909091
1721170,4,saint patrick,95112,san jose,st. patrick elementary,95112,san jose,0.75
1721170,5,davis,95111,san jose,latimer,95130,san jose,0.6829268292682927
1721617,3,nordstrom elementary,95037,morgan hill,nordstrom elementary,95037,morgan hill,0.9866666666666667
1721617,4,nordstrom elementary,95037,morgan hill,nordstrom elementary,95037,morgan hill,0.9866666666666667
1721763,3,matthew turner elementary,94510,benicia,matthew turner elementary,94510,benicia,0.987012987012987
1722105,4,k.i. jones,94534,fairfield,k. i. jones elementary,94534,fairfield,0.7936507936507936
1722680,5,stonebrick elementary,94542,hayward,stonebrae elementary,94542,hayward,0.9117647058823529
1724307,3,laurel elementary,94561,oakley,laurel elementary,94561,oakley,0.9830508474576272
1725617,3,hacienda,94588,pleasanton,hacienda school,94588,pleasanton,0.8571428571428571
1725617,4,redwood christian,94546,castro valley,redwood christian elementary,94546,castro valley,0.8571428571428571
1725838,2,palmaicea elementary,94545,hayward,palma ceia elementary,94545,hayward,0.9411764705882353
1725838,3,southgate elementary,94545,hayward,southgate elementary,94545,hayward,0.9850746268656716
1726579,3,frank mccoppin elementary,94118,san francisco,mccoppin (frank) elementary,94118,san francisco,0.8351648351648352
1726711,5,encinal high,94501,alameda,alameda high,94501,alameda,0.7843137254901961
1727250,3,ihs,94102,san francisco,brightworks,94110,san francisco,0.7924528301886793
1727250,4,ihs,94102,san francisco,brightworks,94110,san francisco,0.7924528301886793
7179019,3,ecole bilingue de berkeley middle,94710,berkeley,ecole bilingue de berkeley,94710,berkeley,0.9090909090909091
1727571,2,building,94536,fremont,american high,94536,fremont,0.6666666666666666
1727571,3,centerville junior high,94536,fremont,centerville junior high,94536,fremont,0.9863013698630136
1727678,3,emerson elementary,94705,berkeley,emerson elementary,94705,berkeley,0.9846153846153847
1727916,3,diablo view middle,94517,clayton,diablo view middle,94517,clayton,0.9841269841269841
1727916,4,mt diablo elementary,94517,clayton,mt. diablo elementary,94517,clayton,0.9705882352941176
1728278,5,napa high,94558,napa,napa high,94558,napa,0.9743589743589743
1728312,3,kawana elementary,95404,santa rosa,kawana springs elementary,95404,santa rosa,0.88
1728668,7,nearby,95129,san jose,noble elementary,95132,san jose,0.7058823529411765
1728988,3,mckinnley elementary,94114,san francisco,mckinley elementary,94114,san francisco,0.9743589743589743
1728988,4,mckinnley elementary,94114,san francisco,mckinley elementary,94114,san francisco,0.9743589743589743
1729093,3,monta vista high,95014,cupertino,monta vista high,95014,cupertino,0.9841269841269841
1729093,4,kennedy middle,95014,cupertino,john f. kennedy middle,95014,cupertino,0.8656716417910447
1729521,3,st clare's,95050,santa clara,st. clare elementary,95050,santa clara,0.7692307692307693
1729521,4,st. clare's,95050,santa clara,st. clare elementary,95050,santa clara,0.7878787878787878
1729886,3,palo alto high,94306,palo alto,palo alto high,94301,palo alto,0.9491525423728814
1730044,3,grenada high,94550,livermore,granada high,94550,livermore,0.9454545454545454
1730044,4,grenada high,94550,livermore,granada high,94550,livermore,0.9454545454545454
1730783,4,pleasanton middle,94566,pleasanton,pleasanton middle,94566,pleasanton,0.9850746268656716
1732009,3,phillip burton,94112,san francisco,st. philip school,94114,san francisco,0.7428571428571429
1732092,3,burnette,95363,patterson,sartorette charter,95124,san jose,0.5357142857142857
1732092,4,sorace mann,95112,san jose,horace mann elementary,95112,san jose,0.7741935483870968
1732092,5,sorace mann,95112,san jose,horace mann elementary,95112,san jose,0.7741935483870968
1732583,3,warm spring elementary,94539,fremont,warm springs elementary,94539,fremont,0.9722222222222222
1732710,2,guadalupe elementary,94112,san francisco,guadalupe elementary,94112,san francisco,0.9873417721518988
1733548,3,novato high,94947,novato,novato high,94947,novato,0.9787234042553191
1733974,4,chadbourne elementary,94539,fremont,joshua chadbourne elementary,94539,fremont,0.8947368421052632
1734156,5,cupertino middle,94087,sunnyvale,cupertino middle,94087,sunnyvale,0.9841269841269841
1734156,6,stockelmeir elementary,94087,sunnyvale,louis e. stocklmeir elementary,94087,sunnyvale,0.8674698795180723
1734603,3,redwood high,94939,larkspur,redwood high,94939,larkspur,0.9811320754716981
1734603,4,hall middle,94939,larkspur,hall middle,94939,larkspur,0.9803921568627451
1734615,3,prospect high,95070,saratoga,prospect high,95070,saratoga,0.9818181818181818
1734615,4,price,95124,san jose,veritas academy,95124,san jose,0.7346938775510204
1734657,3,miwok valley electuary,94954,petaluma,miwok valley elementary charter,94954,petaluma,0.8292682926829268
1734657,4,miwok valley elementary,94954,petaluma,miwok valley elementary charter,94954,petaluma,0.891566265060241
1734657,5,miwok valley elementary,94954,petaluma,miwok valley elementary charter,94954,petaluma,0.891566265060241
1735637,3,redwood high,94939,larkspur,redwood high,94939,larkspur,0.9811320754716981
1735637,4,hall middle,94939,larkspur,hall middle,94939,larkspur,0.9803921568627451
1735786,3,martinez jr high,94553,martinez,martinez junior high,94553,martinez,0.9230769230769231
